labels,ext_heter_graph,ext_matchsumm,abs_bart,ext_refresh,abs_two_stage_rl,abs_neusumm,abs_bottom_up,abs_semsim,abs_unilm,ext_bart,ext_banditsumm
evidence,0.224,0.43939393939393934,0.5035971223021583,0.20833333333333334,0.4590163934426229,0.45033112582781454,0.25600000000000006,0.4294478527607362,0.39024390243902446,0.37209302325581395,0.1904761904761905
inference,0.18644067796610167,0.3053435114503817,0.32142857142857145,0.24630541871921183,0.2170542635658915,0.25742574257425743,0.18367346938775508,0.20869565217391306,0.3548387096774193,0.3090909090909091,0.09615384615384615
paraphrase,0.39622641509433965,0.5607476635514018,0.5263157894736842,0.34375,0.44660194174757284,0.40740740740740744,0.5274725274725275,0.4464285714285714,0.43396226415094336,0.48275862068965514,0.46551724137931033
entity,0.23357664233576642,0.2463768115942029,0.29824561403508765,0.24358974358974358,0.2376237623762376,0.24427480916030533,0.2884615384615385,0.28571428571428575,0.23333333333333334,0.24793388429752064,0.27350427350427353
paraphrase,0.24999999999999994,0.171875,0.27868852459016397,0.23611111111111108,0.24793388429752064,0.29230769230769227,0.16666666666666666,0.2537313432835821,0.2608695652173913,0.15384615384615385,0.21782178217821782
evidence,0.3902439024390244,0.3418803418803419,0.3883495145631068,0.28571428571428575,0.37037037037037035,0.46774193548387094,0.5098039215686275,0.43396226415094336,0.3636363636363637,0.40350877192982454,0.3119266055045872
paraphrase,0.2857142857142857,0.34848484848484856,0.3956043956043956,0.2684563758389262,0.2990654205607476,0.34,0.29787234042553196,0.37499999999999994,0.32380952380952377,0.3673469387755102,0.3928571428571428
extractive,0.325,0.2891566265060241,0.6153846153846154,0.11650485436893204,0.28037383177570097,0.2978723404255319,0.3076923076923077,0.5481481481481483,0.3486238532110092,0.49664429530201337,0.2978723404255319
paraphrase,0.25925925925925924,0.17857142857142858,0.34615384615384615,0.16249999999999998,0.2601626016260163,0.1846153846153846,0.2061855670103093,0.22807017543859648,0.3130434782608696,0.16551724137931034,0.17460317460317462
paraphrase,0.36666666666666664,0.4166666666666667,0.339622641509434,0.27999999999999997,0.2931034482758621,0.31666666666666665,0.28037383177570097,0.41509433962264153,0.23853211009174313,0.41509433962264153,0.3064516129032258
paraphrase,0.3571428571428571,0.26356589147286824,0.23529411764705882,0.23529411764705888,0.49484536082474223,0.37762237762237766,0.35714285714285715,0.3246753246753247,0.4102564102564103,0.37878787878787884,0.3185840707964602
inference,0.2456140350877193,0.48739495798319327,0.36956521739130427,0.17687074829931973,0.20202020202020202,0.2,0.20224719101123595,0.31818181818181823,0.25806451612903225,0.18947368421052632,0.21153846153846154
paraphrase,0.2773722627737226,0.16949152542372883,0.2931034482758621,0.18848167539267016,0.2553191489361702,0.21476510067114093,0.37777777777777777,0.27868852459016397,0.2882882882882883,0.32,0.21476510067114093
inference,0.2377622377622378,0.29370629370629375,0.33043478260869563,0.29714285714285715,0.28571428571428575,0.2589928057553957,0.21052631578947367,0.31932773109243695,0.32142857142857145,0.31578947368421056,0.29370629370629375
extractive,0.43200000000000005,0.22807017543859648,0.35820895522388063,0.3513513513513513,0.32727272727272727,0.4094488188976378,0.4132231404958678,0.34375,0.24299065420560748,0.34013605442176875,0.435483870967742
paraphrase,0.2015503875968992,0.2459016393442623,0.18791946308724833,0.1724137931034483,0.17241379310344826,0.20915032679738563,0.13138686131386862,0.22764227642276422,0.23076923076923075,0.23529411764705882,0.2112676056338028
extractive,0.2549019607843137,0.20754716981132076,0.37777777777777777,0.2571428571428571,0.2727272727272727,0.2735042735042735,0.3,0.2758620689655172,0.44230769230769235,0.36363636363636365,0.23140495867768596
inference,0.1142857142857143,0.10810810810810809,0.19565217391304346,0.11764705882352941,0.1702127659574468,0.1073170731707317,0.17500000000000002,0.22764227642276422,0.13333333333333333,0.198019801980198,0.1188118811881188
inference,0.2,0.29752066115702475,0.12962962962962962,0.12195121951219512,0.24778761061946902,0.14814814814814814,0.14583333333333334,0.11965811965811966,0.1785714285714286,0.14,0.29508196721311475
paraphrase,0.2758620689655172,0.3047619047619048,0.2956521739130435,0.29577464788732394,0.24778761061946902,0.2758620689655172,0.3307086614173228,0.38709677419354843,0.2545454545454545,0.31818181818181823,0.3269230769230769
paraphrase,0.4201680672268907,0.5546218487394958,0.5043478260869565,0.4583333333333333,0.4629629629629629,0.5546218487394958,0.5094339622641509,0.547008547008547,0.24299065420560748,0.5546218487394958,0.5546218487394958
paraphrase,0.20202020202020202,0.22641509433962265,0.15999999999999998,0.20634920634920634,0.1794871794871795,0.2285714285714286,0.21428571428571427,0.297029702970297,0.19999999999999998,0.21428571428571427,0.22222222222222224
inference,0.2644628099173554,0.23140495867768598,0.2362204724409449,0.20731707317073172,0.24193548387096775,0.17142857142857143,0.2708333333333333,0.36923076923076925,0.35,0.22535211267605634,0.22033898305084748
inference,0.2416107382550336,0.3418803418803419,0.18965517241379312,0.21390374331550804,0.28571428571428575,0.3125,0.1951219512195122,0.2689075630252101,0.19672131147540983,0.24793388429752067,0.27027027027027023
evidence,0.2222222222222222,0.34782608695652173,0.3689320388349515,0.2941176470588235,0.268041237113402,0.34782608695652173,0.2736842105263158,0.3269230769230769,0.2882882882882883,0.2962962962962963,0.21428571428571427
paraphrase,0.11347517730496452,0.1360544217687075,0.2524271844660194,0.12121212121212123,0.18518518518518517,0.13008130081300814,0.288659793814433,0.2,0.2162162162162162,0.30630630630630634,0.12328767123287673
paraphrase,0.2434782608695652,0.26804123711340205,0.27184466019417475,0.32061068702290074,0.2298850574712644,0.3333333333333333,0.31999999999999995,0.3564356435643564,0.36585365853658536,0.33962264150943394,0.26666666666666666
inference,0.18840579710144928,0.17391304347826086,0.2857142857142857,0.2637362637362638,0.21568627450980393,0.25600000000000006,0.22950819672131145,0.25862068965517243,0.205607476635514,0.22950819672131145,0.17391304347826086
paraphrase,0.21052631578947367,0.2255639097744361,0.19417475728155342,0.19318181818181818,0.18181818181818182,0.18181818181818182,0.17142857142857143,0.18750000000000003,0.19672131147540983,0.19642857142857145,0.2255639097744361
paraphrase,0.33121019108280253,0.3356643356643356,0.38095238095238093,0.27118644067796616,0.2941176470588235,0.3157894736842105,0.24761904761904763,0.3262411347517731,0.2184873949579832,0.3055555555555555,0.3018867924528302
paraphrase,0.16,0.19642857142857142,0.17999999999999997,0.2063492063492063,0.16216216216216217,0.1818181818181818,0.21176470588235297,0.28571428571428575,0.18691588785046728,0.2575757575757576,0.21238938053097345
paraphrase,0.2043795620437956,0.29310344827586204,0.26356589147286824,0.2446043165467626,0.28571428571428575,0.2905982905982906,0.1864406779661017,0.3063063063063063,0.28571428571428575,0.30357142857142855,0.2905982905982906
entity,0.22784810126582278,0.19148936170212766,0.2941176470588235,0.21311475409836064,0.3090909090909091,0.1951219512195122,0.3333333333333333,0.4403669724770642,0.2156862745098039,0.30107526881720426,0.22641509433962265
paraphrase,0.29310344827586204,0.3157894736842105,0.4950495049504951,0.34375000000000006,0.3695652173913044,0.2758620689655172,0.2641509433962264,0.46938775510204084,0.4074074074074074,0.5,0.43749999999999994
evidence,0.22033898305084748,0.23008849557522124,0.18348623853211013,0.15873015873015875,0.18181818181818182,0.19298245614035084,0.1801801801801802,0.2641509433962264,0.2891566265060241,0.36697247706422026,0.17241379310344826
paraphrase,0.27777777777777773,0.24528301886792453,0.22033898305084745,0.1739130434782609,0.2692307692307692,0.2727272727272727,0.1875,0.3382352941176471,0.26016260162601623,0.2535211267605634,0.3063063063063063
paraphrase,0.17307692307692307,0.1568627450980392,0.36,0.16058394160583941,0.3636363636363636,0.21153846153846154,0.20224719101123595,0.20754716981132074,0.3275862068965517,0.32857142857142857,0.20930232558139533
inference,0.2876712328767123,0.31932773109243695,0.3238095238095238,0.2331288343558282,0.3870967741935484,0.33613445378151263,0.2828282828282828,0.27586206896551724,0.4077669902912621,0.35593220338983045,0.3888888888888889
extractive,0.49056603773584906,0.6875,0.8000000000000002,0.5986394557823129,0.711864406779661,0.6875,0.4235294117647058,0.7115384615384615,0.6595744680851063,0.7256637168141592,0.43396226415094336
paraphrase,0.26,0.27368421052631575,0.32098765432098764,0.12413793103448276,0.2619047619047619,0.24444444444444444,0.29411764705882354,0.2820512820512821,0.30107526881720426,0.3132530120481928,0.3373493975903615
inference,0.15841584158415842,0.09708737864077671,0.2580645161290323,0.064,0.16842105263157894,0.13333333333333333,0.14814814814814814,0.2204724409448819,0.19469026548672566,0.3119266055045872,0.1188118811881188
paraphrase,0.3917525773195876,0.35294117647058826,0.34615384615384615,0.32,0.33333333333333337,0.31313131313131315,0.37410071942446044,0.3582089552238806,0.5210084033613446,0.33928571428571425,0.44285714285714284
extractive,0.5874125874125874,0.6131386861313869,0.21621621621621623,0.48000000000000004,0.6031746031746033,0.5526315789473684,0.3925233644859813,0.4473684210526315,0.4444444444444445,0.35374149659863946,0.5594405594405594
evidence,0.2571428571428571,0.2641509433962264,0.41818181818181815,0.2340425531914894,0.38461538461538464,0.2716049382716049,0.3225806451612903,0.3875968992248062,0.46031746031746035,0.40350877192982454,0.3
extractive,0.5303030303030303,0.40579710144927533,0.4794520547945206,0.4320987654320988,0.3548387096774194,0.5303030303030303,0.4333333333333333,0.35374149659863946,0.36363636363636365,0.4963503649635036,0.33093525179856115
extractive,0.5925925925925926,0.5263157894736843,0.6111111111111112,0.4390243902439025,0.5925925925925926,0.3925233644859813,0.4150943396226415,0.627450980392157,0.38655462184873957,0.6111111111111112,0.9047619047619048
paraphrase,0.15172413793103448,0.13888888888888887,0.14285714285714288,0.14201183431952663,0.12213740458015267,0.10738255033557047,0.09615384615384616,0.12,0.13008130081300814,0.14184397163120566,0.15172413793103448
paraphrase,0.37209302325581395,0.3773584905660377,0.35185185185185186,0.32499999999999996,0.38235294117647056,0.35820895522388063,0.3669724770642202,0.4719101123595506,0.29906542056074764,0.34234234234234234,0.3703703703703703
paraphrase,0.28125,0.3225806451612903,0.4065040650406504,0.24539877300613494,0.4,0.2962962962962963,0.43103448275862066,0.27972027972027974,0.3225806451612903,0.4666666666666667,0.1984732824427481
inference,0.34862385321100914,0.48214285714285715,0.38888888888888884,0.296875,0.4878048780487805,0.3423423423423423,0.4090909090909091,0.5357142857142858,0.6964285714285714,0.5436893203883495,0.3619047619047619
paraphrase,0.23529411764705882,0.23529411764705882,0.26548672566371684,0.32499999999999996,0.24137931034482757,0.1788617886178862,0.17142857142857143,0.25,0.2549019607843137,0.20560747663551404,0.22764227642276427
paraphrase,0.17460317460317457,0.14388489208633096,0.22857142857142856,0.1904761904761905,0.14516129032258066,0.15686274509803924,0.15841584158415842,0.2,0.24778761061946908,0.1730769230769231,0.14062500000000003
entity,0.2105263157894737,0.2105263157894737,0.16666666666666669,0.21311475409836067,0.23529411764705882,0.20833333333333331,0.18390804597701152,0.15384615384615388,0.18691588785046728,0.15503875968992248,0.24175824175824176
paraphrase,0.2564102564102564,0.22641509433962265,0.12413793103448277,0.10126582278481013,0.2727272727272727,0.12903225806451613,0.19277108433734938,0.13043478260869565,0.14,0.15384615384615385,0.10526315789473685
evidence,0.17204301075268819,0.24175824175824173,0.1797752808988764,0.13008130081300812,0.24615384615384617,0.17886178861788615,0.19444444444444445,0.20224719101123598,0.14893617021276598,0.17204301075268819,0.19354838709677416
paraphrase,0.3103448275862069,0.3529411764705882,0.3508771929824562,0.2777777777777778,0.3956043956043956,0.3310344827586207,0.26666666666666666,0.3157894736842105,0.19819819819819823,0.3310344827586207,0.3252032520325203
paraphrase,0.23121387283236997,0.3529411764705882,0.3695652173913043,0.24705882352941178,0.39999999999999997,0.3764705882352941,0.18918918918918917,0.4148148148148148,0.27272727272727276,0.3333333333333333,0.4367816091954023
extractive,0.3697478991596639,0.26562499999999994,0.3225806451612903,0.3108108108108108,0.28571428571428575,0.3697478991596639,0.21568627450980393,0.37878787878787873,0.30357142857142855,0.22608695652173913,0.3697478991596639
extractive,0.49122807017543857,0.6349206349206349,0.6466165413533834,0.5325443786982248,0.5178571428571428,0.4133333333333334,0.4752475247524752,0.6187050359712231,0.7131782945736433,0.5985401459854015,0.56
paraphrase,0.2,0.22784810126582278,0.3461538461538462,0.2555555555555556,0.36697247706422015,0.33333333333333337,0.2247191011235955,0.3119266055045871,0.20754716981132074,0.43181818181818177,0.39655172413793105
evidence,0.28,0.2047244094488189,0.2857142857142857,0.2112676056338028,0.37383177570093457,0.31496062992125984,0.3478260869565218,0.33599999999999997,0.2947368421052632,0.2752293577981651,0.1724137931034483
extractive,0.4,0.5714285714285714,0.6238532110091742,0.42500000000000004,0.4375,0.396694214876033,0.3953488372093023,0.5614035087719299,0.5411764705882353,0.5964912280701755,0.5217391304347826
evidence,0.25,0.24390243902439024,0.22222222222222224,0.22346368715083798,0.19298245614035087,0.26666666666666666,0.1956521739130435,0.20512820512820512,0.1797752808988764,0.22695035460992907,0.2393162393162393
paraphrase,0.17543859649122806,0.2318840579710145,0.33628318584070793,0.2840909090909091,0.18556701030927836,0.16216216216216214,0.1590909090909091,0.32142857142857145,0.3137254901960785,0.27397260273972607,0.20869565217391306
extractive,0.34328358208955223,0.3968253968253968,0.5950413223140496,0.32704402515723274,0.7313432835820896,0.34848484848484845,0.6226415094339622,0.5833333333333333,0.6666666666666666,0.6417910447761194,0.29850746268656714
paraphrase,0.17322834645669294,0.29752066115702475,0.38518518518518513,0.2580645161290322,0.3333333333333333,0.18571428571428572,0.20183486238532114,0.234375,0.28571428571428575,0.29508196721311475,0.17543859649122806
paraphrase,0.19444444444444445,0.22222222222222224,0.32608695652173914,0.21714285714285717,0.2823529411764706,0.2361111111111111,0.21739130434782608,0.18666666666666665,0.20312499999999997,0.3240223463687151,0.22222222222222224
paraphrase,0.31067961165048547,0.26666666666666666,0.4793388429752066,0.27745664739884396,0.24528301886792453,0.31746031746031744,0.21176470588235294,0.46511627906976744,0.4827586206896552,0.6349206349206349,0.31746031746031744
paraphrase,0.22222222222222218,0.2909090909090909,0.3047619047619048,0.15757575757575756,0.21487603305785125,0.21212121212121213,0.11111111111111112,0.3047619047619048,0.2830188679245283,0.27419354838709675,0.19696969696969696
extractive,0.24778761061946902,0.25925925925925924,0.26666666666666666,0.18404907975460125,0.2626262626262626,0.23214285714285712,0.25,0.26804123711340205,0.2653061224489796,0.25742574257425743,0.35398230088495575
extractive,0.26666666666666666,0.3636363636363637,0.2142857142857143,0.46052631578947373,0.22900763358778625,0.3555555555555555,0.5106382978723404,0.34862385321100914,0.2644628099173554,0.3963963963963964,0.4173913043478261
extractive,0.5238095238095237,0.5238095238095237,0.5196850393700787,0.5416666666666666,0.5517241379310346,0.3333333333333333,0.4869565217391304,0.6141732283464567,0.6324786324786325,0.625,0.5238095238095237
inference,0.18750000000000003,0.3870967741935484,0.4578313253012048,0.32653061224489793,0.4210526315789474,0.17142857142857143,0.25287356321839083,0.425531914893617,0.32,0.4444444444444445,0.19298245614035087
extractive,0.3508771929824562,0.15942028985507248,0.35514018691588783,0.3289473684210526,0.4186046511627907,0.2782608695652174,0.14678899082568808,0.2857142857142857,0.2608695652173913,0.43859649122807015,0.37383177570093457
extractive,0.43564356435643564,0.39285714285714285,0.25862068965517243,0.25316455696202533,0.4235294117647058,0.37837837837837834,0.32608695652173914,0.3458646616541353,0.5043478260869566,0.28318584070796465,0.3387096774193548
extractive,0.6507936507936507,0.6031746031746031,0.3466666666666666,0.2981366459627329,0.47863247863247865,0.31666666666666665,0.4742268041237114,0.3522727272727273,0.4166666666666667,0.3712574850299401,0.47500000000000003
paraphrase,0.37795275590551186,0.2992125984251969,0.2903225806451613,0.21839080459770116,0.26548672566371684,0.25396825396825395,0.24175824175824173,0.33576642335766427,0.4,0.2903225806451613,0.2923076923076923
paraphrase,0.24285714285714283,0.19607843137254902,0.30075187969924816,0.17582417582417584,0.21138211382113822,0.15602836879432624,0.18691588785046728,0.30985915492957744,0.17094017094017094,0.34328358208955223,0.20512820512820515
inference,0.3609022556390978,0.29508196721311475,0.27027027027027023,0.3150684931506849,0.23300970873786409,0.3255813953488372,0.23300970873786409,0.23622047244094488,0.29999999999999993,0.34108527131782945,0.3100775193798449
evidence,0.3838383838383838,0.2626262626262626,0.2884615384615385,0.12328767123287672,0.2616822429906542,0.39622641509433965,0.1978021978021978,0.3508771929824561,0.2631578947368421,0.18032786885245902,0.4313725490196078
paraphrase,0.1584158415841584,0.20312500000000003,0.22033898305084745,0.14102564102564102,0.1935483870967742,0.17475728155339804,0.19753086419753085,0.28346456692913385,0.2105263157894737,0.27906976744186046,0.1568627450980392
paraphrase,0.2451612903225806,0.2709677419354839,0.3050847457627119,0.25274725274725274,0.3,0.2451612903225806,0.28301886792452835,0.2635658914728682,0.28571428571428575,0.2923076923076923,0.2709677419354839
extractive,0.38620689655172413,0.5042016806722689,0.27199999999999996,0.3896103896103896,0.3418803418803419,0.13675213675213677,0.4031007751937984,0.248062015503876,0.4333333333333333,0.25599999999999995,0.37241379310344824
inference,0.17721518987341772,0.24390243902439027,0.37037037037037035,0.06451612903225806,0.16494845360824742,0.17721518987341772,0.20289855072463767,0.3300970873786408,0.29702970297029707,0.35955056179775285,0.17073170731707318
evidence,0.2678571428571429,0.22377622377622378,0.33333333333333337,0.2222222222222222,0.14035087719298245,0.1761006289308176,0.125,0.2698412698412698,0.24074074074074073,0.3373493975903614,0.2641509433962264
extractive,0.37681159420289856,0.4406779661016949,0.4967320261437909,0.4785276073619632,0.5470085470085471,0.5,0.28346456692913385,0.5227272727272728,0.5736434108527133,0.45555555555555555,0.4999999999999999
extractive,0.26804123711340205,0.30434782608695654,0.18918918918918917,0.24347826086956523,0.15789473684210525,0.23529411764705885,0.18181818181818185,0.1728395061728395,0.21212121212121213,0.34210526315789475,0.30434782608695654
paraphrase,0.2517482517482518,0.302158273381295,0.34146341463414637,0.1956521739130435,0.3619047619047619,0.2416107382550336,0.32258064516129037,0.30769230769230765,0.3063063063063063,0.28070175438596495,0.2416107382550336
inference,0.20754716981132076,0.20408163265306123,0.1875,0.13793103448275865,0.11764705882352941,0.24528301886792447,0.2191780821917808,0.16393442622950818,0.23076923076923078,0.13513513513513511,0.19999999999999998
evidence,0.19672131147540986,0.2222222222222222,0.22727272727272727,0.20512820512820515,0.2549019607843137,0.2677165354330709,0.2385321100917431,0.2434782608695652,0.16666666666666666,0.2677165354330709,0.22950819672131148
paraphrase,0.3551401869158879,0.4210526315789474,0.43749999999999994,0.16216216216216214,0.2909090909090909,0.3870967741935484,0.35955056179775285,0.5217391304347826,0.3157894736842105,0.42718446601941745,0.1875
entity,0.1724137931034483,0.1263157894736842,0.13333333333333336,0.18918918918918917,0.28,0.1411764705882353,0.09999999999999999,0.13793103448275862,0.18604651162790697,0.13186813186813187,0.16666666666666666
extractive,0.34965034965034963,0.3471074380165289,0.1285714285714286,0.5232558139534883,0.5840707964601771,0.42767295597484273,0.3770491803278688,0.3221476510067114,0.35384615384615387,0.11764705882352941,0.5853658536585366
entity,0.32183908045977017,0.39622641509433965,0.29545454545454547,0.32307692307692304,0.2898550724637681,0.2597402597402597,0.28169014084507044,0.26666666666666666,0.22857142857142856,0.19178082191780824,0.23157894736842105
extractive,0.4466019417475728,0.5974025974025975,0.5227272727272726,0.6,0.5974025974025975,0.4107142857142857,0.5625000000000001,0.5897435897435898,0.5974025974025975,0.5974025974025975,0.4107142857142857
paraphrase,0.14,0.233502538071066,0.2,0.2134387351778656,0.1910828025477707,0.23529411764705882,0.15757575757575756,0.21395348837209302,0.14285714285714288,0.1932367149758454,0.21834061135371183
inference,0.2945736434108527,0.3007518796992481,0.27972027972027974,0.23529411764705882,0.24,0.2585034013605442,0.2777777777777778,0.25974025974025977,0.3333333333333333,0.25974025974025977,0.2676056338028169
paraphrase,0.20143884892086333,0.2718446601941748,0.20618556701030927,0.2191780821917808,0.360655737704918,0.23333333333333336,0.1797752808988764,0.25,0.2857142857142857,0.28,1.0
paraphrase,0.29032258064516125,0.2931034482758621,0.3418803418803419,0.2802547770700637,0.39669421487603307,0.3220338983050847,0.45098039215686275,0.4761904761904762,0.30952380952380953,0.5079365079365079,0.3220338983050847
evidence,0.25196850393700787,0.2947368421052632,0.25242718446601947,0.24675324675324675,0.24444444444444444,0.2586206896551724,0.3,0.22000000000000003,0.23404255319148937,0.2222222222222222,0.28
inference,0.37383177570093457,0.38983050847457623,0.411214953271028,0.31724137931034485,0.15841584158415842,0.26666666666666666,0.3,0.205607476635514,0.2476190476190476,0.34951456310679613,0.44660194174757284
paraphrase,0.2857142857142857,0.2434782608695652,0.19801980198019803,0.20915032679738563,0.22680412371134023,0.24742268041237114,0.2807017543859649,0.22033898305084748,0.21153846153846154,0.2241379310344828,0.29268292682926833
entity,0.23157894736842105,0.24778761061946902,0.2777777777777778,0.22222222222222224,0.32432432432432434,0.19354838709677422,0.23655913978494625,0.22448979591836737,0.2018348623853211,0.33027522935779813,0.23157894736842105
evidence,0.3924050632911392,0.23853211009174313,0.2950819672131148,0.19387755102040816,0.3185840707964602,0.20155038759689922,0.3218390804597701,0.26785714285714285,0.2727272727272727,0.2826086956521739,0.22807017543859648
paraphrase,0.27586206896551724,0.4426229508196722,0.4025157232704403,0.2589928057553957,0.4482758620689655,0.3025210084033613,0.3703703703703703,0.4029850746268657,0.2476190476190476,0.3731343283582089,0.30894308943089427
paraphrase,0.26229508196721313,0.23140495867768596,0.24793388429752067,0.2073170731707317,0.24742268041237112,0.23140495867768596,0.24528301886792453,0.2982456140350877,0.28571428571428575,0.24193548387096775,0.24761904761904763
extractive,0.2627737226277373,0.25000000000000006,0.4642857142857143,0.21935483870967742,0.4761904761904762,0.25806451612903225,0.37931034482758624,0.3333333333333333,0.31481481481481477,0.4444444444444445,0.29411764705882354
inference,0.25225225225225223,0.15384615384615385,0.20312500000000003,0.1818181818181818,0.24719101123595508,0.24444444444444446,0.18604651162790697,0.30400000000000005,0.2807017543859649,0.23931623931623933,0.15384615384615385
inference,0.25396825396825395,0.23076923076923075,0.2947368421052632,0.19858156028368792,0.2608695652173913,0.23809523809523808,0.2912621359223301,0.23300970873786409,0.205607476635514,0.17475728155339806,0.25396825396825395
paraphrase,0.1730769230769231,0.18518518518518517,0.19999999999999998,0.14634146341463414,0.28125,0.15384615384615385,0.2318840579710145,0.1956521739130435,0.07766990291262137,0.17647058823529413,0.16
paraphrase,0.1758241758241758,0.1758241758241758,0.15789473684210528,0.16666666666666669,0.17647058823529413,0.1956521739130435,0.1794871794871795,0.13953488372093026,0.19718309859154928,0.22,0.18947368421052632
inference,0.36363636363636365,0.3333333333333333,0.40404040404040403,0.2222222222222222,0.44,0.2608695652173913,0.35,0.28800000000000003,0.3888888888888889,0.3361344537815126,0.2626262626262626
paraphrase,0.3795620437956204,0.35200000000000004,0.19607843137254902,0.3164556962025316,0.40310077519379844,0.37593984962406013,0.28099173553719003,0.2206896551724138,0.22399999999999998,0.31788079470198677,0.384
paraphrase,0.18333333333333335,0.21374045801526717,0.22222222222222224,0.18064516129032257,0.18947368421052632,0.22033898305084745,0.1834862385321101,0.3538461538461538,0.2434782608695652,0.2522522522522523,0.18333333333333335
paraphrase,0.1747572815533981,0.23076923076923075,0.38655462184873957,0.13333333333333336,0.1747572815533981,0.24761904761904763,0.2061855670103093,0.3939393939393939,0.21052631578947367,0.2698412698412698,0.24761904761904763
paraphrase,0.3191489361702128,0.21359223300970875,0.19565217391304346,0.26804123711340205,0.3098591549295775,0.192,0.2531645569620253,0.19565217391304346,0.24,0.19565217391304346,0.20833333333333331
paraphrase,0.24242424242424246,0.25000000000000006,0.2608695652173913,0.18518518518518515,0.18181818181818182,0.2479338842975207,0.17073170731707316,0.3652173913043478,0.2452830188679245,0.28571428571428575,0.2479338842975207
inference,0.27350427350427353,0.2956521739130435,0.25757575757575757,0.23943661971830985,0.39603960396039606,0.24806201550387597,0.2786885245901639,0.26153846153846155,0.3088235294117647,0.31007751937984496,0.2689075630252101
paraphrase,0.22058823529411767,0.174496644295302,0.45454545454545453,0.29050279329608936,0.19310344827586207,0.24324324324324323,0.21897810218978103,0.31313131313131315,0.22068965517241382,0.15853658536585366,0.25165562913907286
